index,category
431,country_support
432,country_support
433,country_support
434,country_support
435,country_support
436,country_support
437,country_support
438,country_support
439,country_support
440,country_support
441,country_support
442,country_support
443,country_support
444,country_support
445,country_support
446,country_support
447,country_support
448,country_support
449,country_support
450,country_support
451,country_support
452,country_support
453,country_support
454,country_support
455,country_support
456,country_support
457,country_support
458,country_support
459,country_support
460,country_support
461,country_support
462,country_support
463,country_support
464,country_support
465,country_support
466,country_support
467,country_support
468,country_support
469,country_support
470,country_support
471,country_support
472,country_support
473,country_support
474,country_support
475,country_support
476,country_support
477,country_support
478,country_support
479,country_support
480,country_support
481,country_support
482,country_support
483,country_support
484,country_support
485,country_support
486,country_support
487,country_support
488,country_support
489,country_support
490,country_support
491,country_support
492,country_support
493,country_support
494,country_support
495,country_support
496,country_support
497,country_support
498,country_support
499,country_support
500,country_support
501,country_support
502,country_support
503,country_support
504,country_support
505,country_support
506,country_support
507,country_support
508,country_support
509,country_support
510,country_support
511,country_support
512,country_support
513,country_support
514,country_support
515,country_support
516,country_support
517,country_support
518,country_support
519,country_support
520,country_support
521,country_support
522,country_support
523,country_support
524,country_support
525,country_support
526,country_support
527,country_support
528,country_support
529,country_support
530,country_support
531,country_support
532,country_support
533,country_support
534,country_support
535,country_support
536,country_support
537,country_support
538,country_support
539,country_support
540,country_support
541,country_support
542,country_support
543,country_support
544,country_support
545,country_support
546,country_support
547,country_support
548,country_support
549,country_support
550,country_support
551,country_support
552,country_support
553,country_support
554,country_support
555,country_support
556,country_support
557,country_support
558,country_support
559,country_support
560,country_support
561,country_support
562,country_support
563,country_support
564,country_support
565,country_support
566,country_support
567,country_support
568,country_support
569,country_support
570,country_support
571,country_support
572,country_support
573,country_support
574,country_support
575,country_support
576,country_support
577,country_support
578,country_support
579,country_support
580,country_support
581,country_support
582,country_support
583,country_support
584,country_support
585,country_support
586,country_support
587,country_support
588,country_support
589,country_support
590,country_support
591,country_support
592,country_support
593,country_support
594,country_support
595,country_support
596,country_support
597,country_support
598,country_support
599,country_support
600,country_support
601,country_support
602,country_support
603,country_support
604,country_support
605,country_support
606,country_support
607,country_support
608,country_support
609,country_support
610,country_support
611,country_support
612,country_support
613,country_support
614,country_support
615,country_support
616,country_support
617,country_support
618,country_support
619,country_support
620,country_support
621,country_support
622,country_support
623,country_support
624,country_support
625,country_support
626,country_support
627,country_support
628,country_support
629,country_support
630,country_support
631,country_support
632,country_support
633,country_support
634,country_support
635,country_support
636,country_support
637,country_support
638,country_support
639,country_support
640,country_support
641,country_support
642,country_support
643,country_support
644,country_support
645,country_support
646,country_support
647,country_support
648,country_support
649,country_support
650,country_support
651,country_support
652,country_support
653,country_support
654,country_support
655,country_support
656,country_support
657,country_support
658,country_support
659,country_support
660,country_support
661,country_support
662,country_support
663,country_support
664,country_support
665,country_support
666,country_support
667,country_support
668,country_support
669,country_support
670,country_support
671,country_support
672,country_support
673,country_support
674,country_support
675,country_support
676,country_support
677,country_support
678,country_support
679,country_support
680,country_support
681,country_support
682,country_support
683,country_support
684,country_support
685,country_support
686,country_support
687,country_support
688,country_support
689,country_support
690,country_support
691,country_support
692,country_support
693,country_support
694,country_support
695,country_support
696,country_support
697,country_support
698,country_support
699,country_support
700,country_support
701,country_support
702,country_support
703,country_support
704,country_support
705,country_support
706,country_support
707,country_support
708,country_support
709,country_support
710,country_support
711,country_support
712,country_support
713,country_support
714,country_support
715,country_support
716,country_support
717,country_support
718,country_support
719,country_support
720,country_support
721,country_support
722,country_support
723,country_support
724,country_support
725,country_support
726,country_support
727,country_support
728,country_support
729,country_support
730,country_support
731,country_support
732,country_support
733,country_support
734,country_support
735,country_support
736,country_support
737,country_support
738,country_support
739,country_support
740,country_support
741,country_support
742,country_support
743,country_support
744,country_support
745,country_support
746,country_support
747,country_support
748,country_support
749,country_support
750,country_support
751,country_support
752,country_support
753,country_support
754,country_support
755,country_support
756,country_support
757,country_support
758,country_support
759,country_support
760,country_support
761,country_support
762,country_support
763,country_support
764,country_support
765,country_support
766,country_support
767,country_support
768,country_support
769,country_support
770,country_support
771,country_support
772,country_support
773,country_support
774,country_support
775,country_support
776,country_support
777,country_support
778,country_support
779,country_support
780,country_support
781,country_support
782,country_support
783,country_support
784,country_support
785,country_support
786,country_support
787,country_support
788,country_support
789,country_support
790,country_support
791,country_support
792,country_support
793,country_support
794,country_support
795,country_support
796,country_support
797,country_support
798,country_support
799,country_support
800,country_support
801,country_support
802,country_support
803,country_support
804,country_support
805,country_support
806,country_support
807,country_support
808,country_support
809,country_support
810,country_support
811,country_support
812,country_support
813,country_support
814,country_support
815,country_support
816,country_support
817,country_support
818,country_support
819,country_support
820,country_support
821,country_support
822,country_support
823,country_support
824,country_support
825,country_support
826,country_support
827,country_support
828,country_support
829,country_support
830,country_support
831,country_support
832,country_support
833,country_support
834,country_support
835,country_support
836,country_support
837,country_support
838,country_support
839,country_support
840,country_support
841,country_support
842,country_support
843,country_support
844,country_support
845,country_support
846,country_support
847,country_support
848,country_support
849,country_support
850,country_support
851,country_support
852,country_support
853,country_support
854,country_support
855,country_support
856,country_support
857,country_support
858,country_support
859,country_support
860,country_support
861,country_support
862,country_support
863,country_support
864,country_support
865,country_support
866,country_support
867,country_support
868,country_support
869,country_support
870,country_support
871,country_support
872,country_support
873,country_support
874,country_support
875,country_support
876,country_support
877,country_support
878,country_support
879,country_support
880,country_support
881,country_support
882,country_support
883,country_support
884,country_support
885,country_support
886,country_support
887,country_support
888,country_support
889,country_support
890,country_support
891,country_support
892,country_support
893,country_support
894,country_support
895,country_support
896,country_support
897,country_support
898,country_support
899,country_support
900,country_support
901,country_support
902,country_support
903,country_support
904,country_support
905,country_support
906,country_support
907,country_support
908,country_support
909,country_support
910,country_support
911,country_support
912,country_support
913,country_support
914,country_support
915,country_support
916,country_support
917,country_support
918,country_support
919,country_support
920,country_support
921,country_support
922,country_support
923,country_support
924,country_support
925,country_support
926,country_support
927,country_support
928,country_support
929,country_support
930,country_support
931,country_support
932,country_support
933,country_support
934,country_support
935,country_support
936,country_support
937,country_support
938,country_support
939,country_support
940,country_support
941,country_support
942,country_support
943,country_support
944,country_support
945,country_support
946,country_support
947,country_support
948,country_support
949,country_support
950,country_support
951,country_support
952,country_support
953,country_support
954,country_support
955,country_support
956,country_support
957,country_support
958,country_support
959,country_support
960,country_support
961,country_support
962,country_support
963,country_support
964,country_support
965,country_support
966,country_support
967,country_support
968,country_support
969,country_support
970,country_support
971,country_support
972,country_support
973,country_support
974,country_support
975,country_support
976,country_support
977,country_support
978,country_support
979,country_support
980,country_support
981,country_support
982,country_support
983,country_support
984,country_support
985,country_support
986,country_support
987,country_support
988,country_support
989,country_support
990,country_support
991,country_support
992,country_support
993,country_support
994,country_support
995,country_support
996,country_support
997,country_support
998,country_support
999,country_support
1000,country_support
1001,country_support
1002,country_support
1003,country_support
1004,country_support
1005,country_support
1006,country_support
1007,country_support
1008,country_support
1009,country_support
1010,country_support
1011,country_support
1012,country_support
1013,country_support
1014,country_support
1015,country_support
1016,country_support
1017,country_support
1018,country_support
1019,country_support
1020,country_support
1021,country_support
1022,country_support
1023,country_support
1024,country_support
1025,country_support
1026,country_support
1027,country_support
1028,country_support
1029,country_support
1030,country_support
1031,country_support
1032,country_support
1033,country_support
1034,country_support
1035,country_support
1036,country_support
1037,country_support
1038,country_support
1039,country_support
1040,country_support
1041,country_support
1042,country_support
1043,country_support
1044,country_support
1045,country_support
1046,country_support
1047,country_support
1048,country_support
1049,country_support
1050,country_support
1051,country_support
1052,country_support
1053,country_support
1054,country_support
1055,country_support
1056,country_support
1057,country_support
1058,country_support
1059,country_support
1060,country_support
1061,country_support
1062,country_support
1063,country_support
1064,country_support
1065,country_support
1066,country_support
1067,country_support
1068,country_support
1069,country_support
1070,country_support
1071,country_support
1072,country_support
1073,country_support
1074,country_support
1075,country_support
1076,country_support
1077,country_support
1078,country_support
1079,country_support
1080,country_support
1081,country_support
1082,country_support
1083,country_support
1084,country_support
1085,country_support
1086,country_support
1087,country_support
1088,country_support
1089,country_support
1090,country_support
1091,country_support
1092,country_support
1093,country_support
1094,country_support
1095,country_support
1096,country_support
1097,country_support
1098,country_support
1099,country_support
1100,country_support
1101,country_support
1102,country_support
1103,country_support
1104,country_support
1105,country_support
1106,country_support
1107,country_support
1108,country_support
1109,country_support
1110,country_support
1111,country_support
1112,country_support
1113,country_support
1114,country_support
1115,country_support
1116,country_support
1117,country_support
1118,country_support
1119,country_support
1120,country_support
1121,country_support
1122,country_support
1123,country_support
1124,country_support
1125,country_support
1126,country_support
1127,country_support
1128,country_support
1129,country_support
1130,country_support
1131,country_support
1132,country_support
1133,country_support
1134,country_support
1135,country_support
1136,country_support
1137,country_support
1138,country_support
1139,country_support
1140,country_support
1141,country_support
1142,country_support
1143,country_support
1144,country_support
1145,country_support
1146,country_support
1147,country_support
1148,country_support
1149,country_support
1150,country_support
1151,country_support
1152,country_support
1153,country_support
1154,country_support
1155,country_support
1156,country_support
1157,country_support
1158,country_support
1159,country_support
1160,country_support
1161,country_support
1162,country_support
1163,country_support
1164,country_support
1165,country_support
1166,country_support
1167,country_support
1168,country_support
1169,country_support
1170,country_support
1171,country_support
1172,country_support
1173,country_support
1174,country_support
1175,country_support
1176,country_support
1177,country_support
1178,country_support
1179,country_support
1180,country_support
1181,country_support
1182,country_support
1183,country_support
1184,country_support
1185,country_support
1186,country_support
1187,country_support
1188,country_support
1189,country_support
1190,country_support
1191,country_support
1192,country_support
1193,country_support
1194,country_support
1195,country_support
1196,country_support
1197,country_support
1198,country_support
1199,country_support
1200,country_support
1201,country_support
1202,country_support
1203,country_support
1204,country_support
1205,country_support
1206,country_support
1207,country_support
1208,country_support
1209,country_support
1210,country_support
1211,country_support
1212,country_support
1213,country_support
1214,country_support
1215,country_support
1216,country_support
1217,country_support
1218,country_support
1219,country_support
1220,country_support
1221,country_support
1222,country_support
1223,country_support
1224,country_support
1225,country_support
1226,country_support
1227,country_support
1228,country_support
1229,country_support
1230,country_support
1231,country_support
1232,country_support
1233,country_support
1234,country_support
1235,country_support
1236,country_support
1237,country_support
1238,country_support
1239,country_support
1240,country_support
1241,country_support
1242,country_support
1243,country_support
1244,country_support
1245,country_support
1246,country_support
1247,country_support
1248,country_support
1249,country_support
1250,country_support
1251,country_support
1252,country_support
1253,country_support
1254,country_support
1255,country_support
1256,country_support
1257,country_support
1258,country_support
1259,country_support
1260,country_support
1261,country_support
1262,country_support
1263,country_support
1264,country_support
1265,country_support
1266,country_support
1267,country_support
1268,country_support
1269,country_support
1270,country_support
1271,country_support
1272,country_support
1273,country_support
1274,country_support
1275,country_support
1276,country_support
1277,country_support
1278,country_support
1279,country_support
1280,country_support
1281,country_support
1282,country_support
1283,country_support
1284,country_support
1285,country_support
1286,country_support
1287,country_support
1288,country_support
1289,country_support
1290,country_support
1291,country_support
1292,country_support
1293,country_support
1294,country_support
1295,country_support
1296,country_support
1297,country_support
1298,country_support
1299,country_support
1300,country_support
1301,country_support
1302,country_support
1303,country_support
1304,country_support
1305,country_support
1306,country_support
1307,country_support
1308,country_support
1309,country_support
1310,country_support
1311,country_support
1312,country_support
1313,country_support
1314,country_support
1315,country_support
1316,country_support
1317,country_support
1318,country_support
1319,country_support
1320,country_support
1321,country_support
1322,country_support
1323,country_support
1324,country_support
1325,country_support
1326,country_support
1327,country_support
1328,country_support
1329,country_support
1330,country_support
1331,country_support
1332,country_support
1333,country_support
1334,country_support
1335,country_support
1336,country_support
1337,country_support
1338,country_support
1339,country_support
1340,country_support
1341,country_support
1342,country_support
1343,country_support
1344,country_support
1345,country_support
1346,country_support
1347,country_support
1348,country_support
1349,country_support
1350,country_support
1351,country_support
1352,country_support
1353,country_support
1354,country_support
1355,country_support
1356,country_support
1357,country_support
1358,country_support
1359,country_support
1360,country_support
1361,country_support
1362,country_support
1363,country_support
1364,country_support
1365,country_support
1366,country_support
1367,country_support
1368,country_support
1369,country_support
1370,country_support
1371,country_support
1372,country_support
1373,country_support
1374,country_support
1375,country_support
1376,country_support
1377,country_support
1378,country_support
1379,country_support
1380,country_support
1381,country_support
1382,country_support
1383,country_support
1384,country_support
1385,country_support
1386,country_support
1387,country_support
1388,country_support
1389,country_support
1390,country_support
1391,country_support
1392,country_support
1393,country_support
1394,country_support
1395,country_support
1396,country_support
1397,country_support
1398,country_support
1399,country_support
1400,country_support
1401,country_support
1402,country_support
1403,country_support
1404,country_support
1405,country_support
1406,country_support
1407,country_support
1408,country_support
1409,country_support
1410,country_support
1411,country_support
1412,country_support
1413,country_support
1414,country_support
1415,country_support
1416,country_support
1417,country_support
1418,country_support
1419,country_support
1420,country_support
1421,country_support
1422,country_support
1423,country_support
1424,country_support
1425,country_support
1426,country_support
1427,country_support
1428,country_support
1429,country_support
1430,country_support
1431,country_support
1432,country_support
1433,country_support
1434,country_support
1435,country_support
1436,country_support
1437,country_support
1438,country_support
1439,country_support
1440,country_support
1441,country_support
1442,country_support
1443,country_support
1444,country_support
1445,country_support
1446,country_support
1447,country_support
1448,country_support
1449,country_support
1450,country_support
1451,country_support
1452,country_support
1453,country_support
1454,country_support
1455,country_support
1456,country_support
1457,country_support
1458,country_support
1459,country_support
1460,country_support
1461,country_support
1462,country_support
1463,country_support
1464,country_support
1465,country_support
1466,country_support
1467,country_support
1468,country_support
1469,country_support
1470,country_support
1471,country_support
1472,country_support
1473,country_support
1474,country_support
1475,country_support
1476,country_support
1477,country_support
1478,country_support
1479,country_support
1480,country_support
1481,country_support
1482,country_support
1483,country_support
1484,country_support
1485,country_support
1486,country_support
1487,country_support
1488,country_support
1489,country_support
1490,country_support
1491,country_support
1492,country_support
1493,country_support
1494,country_support
1495,country_support
1496,country_support
1497,country_support
1498,country_support
1499,country_support
1500,country_support
1501,country_support
1502,country_support
1503,country_support
1504,country_support
1505,country_support
1506,country_support
1507,country_support
1508,country_support
1509,country_support
1510,country_support
1511,country_support
1512,country_support
1513,country_support
1514,country_support
1515,country_support
1516,country_support
1517,country_support
1518,country_support
1519,country_support
1520,country_support
1521,country_support
1522,country_support
1523,country_support
1524,country_support
1525,country_support
1526,country_support
1527,country_support
1528,country_support
1529,country_support
1530,country_support
1531,country_support
1532,country_support
1533,country_support
1534,country_support
1535,country_support
1536,country_support
1537,country_support
1538,country_support
1539,country_support
1540,country_support
1541,country_support
1542,country_support
1543,country_support
1544,country_support
1545,country_support
1546,country_support
1547,country_support
1548,country_support
1549,country_support
1550,country_support
1551,country_support
1552,country_support
1553,country_support
1554,country_support
1555,country_support
1556,country_support
1557,country_support
1558,country_support
1559,country_support
1560,country_support
1561,country_support
1562,country_support
1563,country_support
1564,country_support
1565,country_support
1566,country_support
1567,country_support
1568,country_support
1569,country_support
1570,country_support
1571,country_support
1572,country_support
1573,country_support
1574,country_support
1575,country_support
1576,country_support
1577,country_support
1578,country_support
1579,country_support
1580,country_support
1581,country_support
1582,country_support
1583,country_support
1584,country_support
1585,country_support
1586,country_support
1587,country_support
1588,country_support
1589,country_support
1590,country_support
1591,country_support
1592,country_support
1593,country_support
1594,country_support
1595,country_support
1596,country_support
1597,country_support
1598,country_support
1599,country_support
1600,country_support
1601,country_support
1602,country_support
1603,country_support
1604,country_support
1605,country_support
1606,country_support
1607,country_support
1608,country_support
1609,country_support
1610,country_support
1611,country_support
1612,country_support
1613,country_support
1614,country_support
1615,country_support
1616,country_support
1617,country_support
1618,country_support
1619,country_support
1620,country_support
1621,country_support
1622,country_support
1623,country_support
1624,country_support
1625,country_support
1626,country_support
1627,country_support
1628,country_support
1629,country_support
1630,country_support
1631,country_support
1632,country_support
1633,country_support
1634,country_support
1635,country_support
1636,country_support
1637,country_support
1638,country_support
1639,country_support
1640,country_support
1641,country_support
1642,country_support
1643,country_support
1644,country_support
1645,country_support
1646,country_support
1647,country_support
1648,country_support
1649,country_support
1650,country_support
1651,country_support
1652,country_support
1653,country_support
1654,country_support
1655,country_support
1656,country_support
1657,country_support
1658,country_support
1659,country_support
1660,country_support
1661,country_support
1662,country_support
1663,country_support
1664,country_support
1665,country_support
1666,country_support
1667,country_support
1668,country_support
1669,country_support
1670,country_support
1671,country_support
1672,country_support
1673,country_support
1674,country_support
1675,country_support
1676,country_support
1677,country_support
1678,country_support
1679,country_support
1680,country_support
1681,country_support
1682,country_support
1683,country_support
1684,country_support
1685,country_support
1686,country_support
1687,country_support
1688,country_support
1689,country_support
1690,country_support
1691,country_support
1692,country_support
1693,country_support
1694,country_support
1695,country_support
1696,country_support
1697,country_support
1698,country_support
1699,country_support
1700,country_support
1701,country_support
1702,country_support
1703,country_support
1704,country_support
1705,country_support
1706,country_support
1707,country_support
1708,country_support
1709,country_support
1710,country_support
1711,country_support
1712,country_support
1713,country_support
1714,country_support
1715,country_support
1716,country_support
1717,country_support
1718,country_support
1719,country_support
1720,country_support
1721,country_support
1722,country_support
1723,country_support
1724,country_support
1725,country_support
1726,country_support
1727,country_support
1728,country_support
1729,country_support
1730,country_support
1731,country_support
1732,country_support
1733,country_support
1734,country_support
1735,country_support
1736,country_support
1737,country_support
1738,country_support
1739,country_support
1740,country_support
1741,country_support
1742,country_support
1743,country_support
1744,country_support
1745,country_support
1746,country_support
1747,country_support
1748,country_support
1749,country_support
1750,country_support
1751,country_support
1752,country_support
1753,country_support
1754,country_support
1755,country_support
1756,country_support
1757,country_support
1758,country_support
1759,country_support
1760,country_support
1761,country_support
1762,country_support
1763,country_support
1764,country_support
1765,country_support
1766,country_support
1767,country_support
1768,country_support
1769,country_support
1770,country_support
1771,country_support
1772,country_support
1773,country_support
1774,country_support
1775,country_support
1776,country_support
1777,country_support
1778,country_support
1779,country_support
1780,country_support
1781,country_support
1782,country_support
1783,country_support
1784,country_support
1785,country_support
1786,country_support
1787,country_support
1788,country_support
1789,country_support
1790,country_support
1791,country_support
1792,country_support
1793,country_support
1794,country_support
1795,country_support
1796,country_support
1797,country_support
1798,country_support
1799,country_support
1800,country_support
1801,country_support
1802,country_support
1803,country_support
1804,country_support
1805,country_support
1806,country_support
1807,country_support
1808,country_support
1809,country_support
1810,country_support
1811,country_support
1812,country_support
1813,country_support
1814,country_support
1815,country_support
1816,country_support
1817,country_support
1818,country_support
1819,country_support
1820,country_support
1821,country_support
1822,country_support
1823,country_support
1824,country_support
1825,country_support
1826,country_support
1827,country_support
1828,country_support
1829,country_support
1830,country_support
1831,country_support
1832,country_support
1833,country_support
1834,country_support
1835,country_support
1836,country_support
1837,country_support
1838,country_support
1839,country_support
1840,country_support
1841,country_support
1842,country_support
1843,country_support
1844,country_support
1845,country_support
1846,country_support
1847,country_support
1848,country_support
1849,country_support
1850,country_support
1851,country_support
1852,country_support
1853,country_support
1854,country_support
1855,country_support
1856,country_support
1857,country_support
1858,country_support
1859,country_support
1860,country_support
1861,country_support
1862,country_support
1863,country_support
1864,country_support
1865,country_support
1866,country_support
1867,country_support
1868,country_support
1869,country_support
1870,country_support
1871,country_support
1872,country_support
1873,country_support
1874,country_support
1875,country_support
1876,country_support
1877,country_support
1878,country_support
1879,country_support
1880,country_support
1881,country_support
1882,country_support
1883,country_support
1884,country_support
1885,country_support
1886,country_support
1887,country_support
1888,country_support
1889,country_support
1890,country_support
1891,country_support
1892,country_support
1893,country_support
1894,country_support
1895,country_support
1896,country_support
1897,country_support
1898,country_support
1899,country_support
1900,country_support
1901,country_support
1902,country_support
1903,country_support
1904,country_support
1905,country_support
1906,country_support
1907,country_support
1908,country_support
1909,country_support
1910,country_support
1911,country_support
1912,country_support
1913,country_support
1914,country_support
1915,country_support
1916,country_support
1917,country_support
1918,country_support
1919,country_support
1920,country_support
1921,country_support
1922,country_support
1923,country_support
1924,country_support
1925,country_support
1926,country_support
1927,country_support
1928,country_support
1929,country_support
1930,country_support
1931,country_support
1932,country_support
1933,country_support
1934,country_support
1935,country_support
1936,country_support
1937,country_support
1938,country_support
1939,country_support
1940,country_support
1941,country_support
1942,country_support
1943,country_support
1944,country_support
1945,country_support
1946,country_support
1947,country_support
1948,country_support
1949,country_support
1950,country_support
1951,country_support
1952,country_support
1953,country_support
1954,country_support
1955,country_support
1956,country_support
1957,country_support
1958,country_support
1959,country_support
1960,country_support
1961,country_support
1962,country_support
1963,country_support
1964,country_support
1965,country_support
1966,country_support
1967,country_support
1968,country_support
1969,country_support
1970,country_support
1971,country_support
1972,country_support
1973,country_support
1974,country_support
1975,country_support
1976,country_support
1977,country_support
1978,country_support
1979,country_support
1980,country_support
1981,country_support
1982,country_support
1983,country_support
1984,country_support
1985,country_support
1986,country_support
1987,country_support
1988,country_support
1989,country_support
1990,country_support
1991,country_support
1992,country_support
1993,country_support
1994,country_support
1995,country_support
1996,country_support
1997,country_support
1998,country_support
1999,country_support
2000,country_support
2001,country_support
2002,country_support
2003,country_support
2004,country_support
2005,country_support
2006,country_support
2007,country_support
2008,country_support
2009,country_support
2010,country_support
2011,country_support
2012,country_support
2013,country_support
2014,country_support
2015,country_support
2016,country_support
2017,country_support
2018,country_support
2019,country_support
2020,country_support
2021,country_support
2022,country_support
2023,country_support
2024,country_support
2025,country_support
2026,country_support
2027,country_support
2028,country_support
2029,country_support
2030,country_support
2031,country_support
2032,country_support
2033,country_support
2034,country_support
2035,country_support
2036,country_support
2037,country_support
2038,country_support
2039,country_support
2040,country_support
2041,country_support
2042,country_support
2043,country_support
2044,country_support
2045,country_support
2046,country_support
2047,country_support
2048,country_support
2049,country_support
2050,country_support
2051,country_support
2052,country_support
2053,country_support
2054,country_support
2055,country_support
2056,country_support
2057,country_support
2058,country_support
2059,country_support
2060,country_support
2061,country_support
2062,country_support
2063,country_support
2064,country_support
2065,country_support
2066,country_support
2067,country_support
2068,country_support
2069,country_support
2070,country_support
2071,country_support
2072,country_support
2073,country_support
2074,country_support
2075,country_support
2076,country_support
2077,country_support
2078,country_support
2079,country_support
2080,country_support
2081,country_support
2082,country_support
2083,country_support
2084,country_support
2085,country_support
2086,country_support
2087,country_support
2088,country_support
2089,country_support
2090,country_support
2091,country_support
2092,country_support
2093,country_support
2094,country_support
2095,country_support
2096,country_support
2097,country_support
2098,country_support
2099,country_support
2100,country_support
2101,country_support
2102,country_support
2103,country_support
2104,country_support
2105,country_support
2106,country_support
2107,country_support
2108,country_support
2109,country_support
2110,country_support
2111,country_support
2112,country_support
2113,country_support
2114,country_support
2115,country_support
2116,country_support
2117,country_support
2118,country_support
2119,country_support
2120,country_support
2121,country_support
2122,country_support
2123,country_support
2124,country_support
2125,country_support
2126,country_support
2127,country_support
2128,country_support
2129,country_support
2130,country_support
2131,country_support
2132,country_support
2133,country_support
2134,country_support
2135,country_support
2136,country_support
2137,country_support
2138,country_support
2139,country_support
2140,country_support
